season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,1,10,MIA 32,0,7,Tony Collins left for 2 yards (tackle by David Frye),3.450,3.170
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,2,8,MIA 30,0,7,"Steve Grogan for no gain. Steve Grogan fumbles, recovered by Steve Grogan at MIA31",3.170,2.340
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,3,9,MIA 31,0,7,Steve Grogan pass incomplete intended for Irving Fryar,2.340,1.320
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,4,9,MIA 31,0,7,Tony Franklin 47 yard field goal no good,1.320,-1.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,7:14,1,10,MIA 31,0,7,Lorenzo Hampton left for -2 yards (tackle by Don Blackmon),1.000,0.190
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,2,12,MIA 29,0,7,Dan Marino pass incomplete intended for Ron Davenport,0.190,-0.490
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,3,12,MIA 29,0,7,Dan Marino pass incomplete intended for Mark Duper,-0.490,-1.440
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,4,12,MIA 29,0,7,Bruce Hardy punts,-1.440,-4.110
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,6:14,1,10,MIA 22,0,7,Tony Collins right for 5 yards (tackle by Bob Brudzinski),4.110,4.290
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,2,5,MIA 17,0,7,Steve Grogan pass complete to Mosi Tatupu for 4 yards (tackle by Jackie Shipp),4.290,0.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,,,MIA 13,0,7,"Penalty on David Frye: Roughing the Passer, 9 yards (accepted)",0.000,6.280
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,1,4,MIA 4,6,7,"Tony Collins left end for 4 yards, touchdown",6.280,7.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,,,,7,7,Tony Franklin kicks extra point good,0.000,0.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,5:03,,,NWE 35,7,7,"Tony Franklin kicks off 58 yards, returned by Scott Schwedes for 21 yards (tackle by Rod McSwain)",0.000,-0.810
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,1,10,MIA 28,7,7,Dan Marino pass incomplete intended for Mark Duper,0.810,0.260
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,2,10,MIA 28,7,7,Lorenzo Hampton right for 4 yards (tackle by Jim Bowman),0.260,0.100
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,3,6,MIA 32,7,7,Dan Marino pass intended for Troy Stradford is intercepted by Fred Marion at MIA40 and returned for 9 yards,0.100,-3.510
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,3:59,1,10,MIA 31,7,7,Craig James middle for 5 yards (tackle by Bob Brudzinski),3.510,3.640
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,2,5,MIA 26,7,7,Bob Perryman left guard for 4 yards (tackle by Jackie Shipp),3.640,3.470
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,3,1,MIA 22,7,7,Tony Collins right for no gain (tackle by Rick Graf),3.470,2.140
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,4,1,MIA 22,7,7,Tony Franklin 39 yard field goal no good,2.140,-0.410
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,1:51,1,10,MIA 22,7,7,Lorenzo Hampton middle for -1 yards (tackle by Toby Williams),0.410,-0.270
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,2,11,MIA 21,7,7,Dan Marino pass complete to Bruce Hardy for 4 yards (tackle by Andre Tippett),-0.270,-0.430
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,1,,3,7,MIA 25,7,7,"Dan Marino for no gain. Dan Marino fumbles, recovered by Dan Marino at MIA21",-0.430,-1.960
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,15:00,4,11,MIA 21,7,7,"Don Strock punts 33 yards, returned by Irving Fryar for no gain. Irving Fryar fumbles, recovered by Jim Jensen at NE48",-1.960,0.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,,,,7,7,Penalty on NWE: Illegal Use of Hands (declined),0.000,2.390
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,14:46,1,10,NWE 48,7,7,Dan Marino pass complete to Mark Clayton for 9 yards,2.390,3.060
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,2,1,NWE 39,7,7,Lorenzo Hampton left for -1 yards (tackle by Don Blackmon),3.060,2.210
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,3,2,NWE 40,7,7,Dan Marino pass complete to Jim Jensen for 5 yards (tackle by Ernest Gibson),2.210,3.250
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,1,10,NWE 35,7,7,Dan Marino pass complete to Mark Duper for 11 yards (tackle by Raymond Clayborn),3.250,3.970
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,1,10,NWE 24,7,7,Lorenzo Hampton left tackle for -1 yards (tackle by Don Blackmon),3.970,3.300
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,2,11,NWE 25,7,13,"Dan Marino pass complete to Mark Duper for 25 yards, touchdown",3.300,7.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,,,,7,14,Fuad Reveiz kicks extra point good,0.000,0.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,12:16,,,MIA 35,7,14,"Fuad Reveiz kicks off 58 yards, returned by Stephen Starring for 18 yards. Stephen Starring fumbles, recovered by Stephen Starring at NE25 and returned for 18 yards (forced by Liffort Hobley)",0.000,-0.610
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,1,10,NWE 25,7,14,Steve Grogan pass complete to Irving Fryar for 16 yards (tackle by Bud Brown),0.610,1.660
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,1,10,NWE 41,7,14,Bob Perryman left end for 2 yards (tackle by David Frye),1.660,1.390
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,2,8,NWE 43,7,14,Steve Grogan pass intended for Lin Dawson is intercepted by Paul Lankford at MIA49 and returned for no gain,1.390,-2.190
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,11:17,1,10,MIA 49,7,14,Lorenzo Hampton middle for no gain (tackle by Kenneth Sims),2.190,1.650
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,2,10,MIA 49,7,14,Dan Marino pass incomplete,1.650,0.960
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,3,10,MIA 49,7,14,Dan Marino pass incomplete intended for Mark Duper,0.960,-0.130
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,4,10,MIA 49,7,14,Don Strock punts 41 yards,-0.130,0.380
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,10:18,1,10,NWE 10,7,14,Tony Collins middle for 3 yards (tackle by Jackie Shipp),-0.380,-0.560
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,2,7,NWE 13,7,14,"Steve Grogan pass incomplete intended for Tony Collins. Penalty on Paul Lankford: Defensive Holding, 5 yards (accepted) (no play)",-0.560,0.040
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,1,10,NWE 18,7,14,Steve Grogan pass complete to Mosi Tatupu for 4 yards (tackle by Jackie Shipp),0.040,0.140
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,2,6,NWE 22,7,14,Tony Collins left end for 5 yards (tackle by Glenn Blackwood),0.140,-0.020
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,3,1,NWE 27,7,14,Steve Grogan pass incomplete intended for Irving Fryar,-0.020,-1.570
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,4,1,NWE 27,7,14,"Rich Camarillo punts 73 yards, touchback.",-1.570,-0.280
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,7:56,1,10,MIA 20,7,14,Lorenzo Hampton middle for 2 yards (tackle by Steve Nelson),0.280,0.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,2,8,MIA 22,7,14,Ron Davenport left tackle for 4 yards (tackle by Kenneth Sims),0.000,-0.160
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,3,4,MIA 26,7,14,Dan Marino pass incomplete,-0.160,-1.630
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,4,4,MIA 26,7,14,Don Strock punts 44 yards,-1.630,-0.940
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,6:14,1,10,NWE 30,7,14,"Steve Grogan for no gain. Steve Grogan fumbles, recovered by Steve Grogan at NE29",0.940,0.260
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,2,11,NWE 29,7,14,"Steve Grogan for no gain. Steve Grogan fumbles, recovered by Mark Brown at NE28",0.260,-3.710
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,5:36,1,10,NWE 28,7,14,Dan Marino pass complete to Mark Clayton for 27 yards (tackle by Ronnie Lippett),3.710,6.970
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,1,1,NWE 1,7,20,"Dan Marino pass complete to Ron Davenport for 1 yard, touchdown",6.970,7.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,,,,7,21,Fuad Reveiz kicks extra point good,0.000,0.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,4:42,,,MIA 35,7,21,"Fuad Reveiz kicks off 45 yards, returned by Bob Perryman for 14 yards (tackle by Rick Graf)",0.000,-1.200
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,1,10,NWE 34,7,21,Steve Grogan pass complete to Stanley Morgan for 16 yards (tackle by Paul Lankford),1.200,2.260
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,1,10,MIA 50,7,21,Tony Collins middle for 5 yards (tackle by Bob Brudzinski),2.260,2.390
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,2,5,MIA 45,7,21,Tony Collins right for 7 yards (tackle by Jackie Shipp),2.390,3.050
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,1,10,MIA 38,7,21,Steve Grogan pass complete to Tony Collins for 7 yards (tackle by Mark Brown),3.050,3.450
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,2,3,MIA 31,7,21,Steve Grogan pass complete to Stanley Morgan for 10 yards,3.450,4.170
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,1,10,MIA 21,7,21,Mosi Tatupu left for 6 yards (tackle by Paul Lankford),4.170,4.550
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,2:00,2,4,MIA 15,7,21,Tony Collins right end for -2 yards (tackle by Mark Brown),4.550,3.460
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,1:53,3,6,MIA 17,13,21,"Steve Grogan pass complete to Irving Fryar for 17 yards, touchdown",3.460,7.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,,,,14,21,Tony Franklin kicks extra point good,0.000,0.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,1:48,,,NWE 35,14,21,"Tony Franklin kicks off 65 yards, touchback.",0.000,-0.280
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,,1,10,MIA 20,14,21,Lorenzo Hampton right end for 8 yards (tackle by Toby Williams),0.280,0.810
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,1:11,2,2,MIA 28,14,21,Lorenzo Hampton middle for 8 yards (tackle by Steve Nelson),0.810,1.330
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,2,0:31,1,10,MIA 36,14,21,Lorenzo Hampton left for -1 yards (tackle by Don Blackmon),1.330,0.660
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,15:00,,,NWE 35,14,21,"Tony Franklin kicks off no gain,",0.000,-1.270
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,1,10,MIA 35,14,21,Lorenzo Hampton middle for 3 yards (tackle by Brent Williams),1.270,1.130
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,7,MIA 38,14,21,Dan Marino pass complete to Bruce Hardy for 8 yards (tackle by Jim Bowman),1.130,1.990
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,1,10,MIA 46,14,21,Lorenzo Hampton middle for 3 yards (tackle by Garin Veris),1.990,1.860
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,7,MIA 49,14,21,Dan Marino pass incomplete intended for Mark Clayton,1.860,1.160
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,3,7,MIA 49,14,21,Dan Marino pass incomplete intended for James Pruitt,1.160,-0.130
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,4,7,MIA 49,14,21,Don Strock punts 15 yards,-0.130,-1.330
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,12:48,1,10,NWE 36,14,21,Tony Collins middle for 5 yards (tackle by John Bosa),1.330,1.470
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,5,NWE 41,14,21,Mosi Tatupu left for 2 yards (tackle by John Bosa),1.470,1.030
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,3,3,NWE 43,14,21,Steve Grogan pass complete to Tony Collins for 4 yards (tackle by Mark Brown),1.030,2.060
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,1,10,NWE 47,14,21,Steve Grogan pass complete to Stanley Morgan for 10 yards (tackle by Mark Brown),2.060,2.720
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,1,10,MIA 43,14,21,Mosi Tatupu left guard for 4 yards (tackle by Brian Sochia),2.720,2.720
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,6,MIA 39,14,21,Steve Grogan pass complete to Lin Dawson for 11 yards (tackle by Mark Brown),2.720,3.710
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,1,10,MIA 28,14,21,Steve Grogan pass incomplete intended for Greg Baty,3.710,3.170
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,10,MIA 28,14,21,Steve Grogan pass complete to Stanley Morgan for 16 yards (tackle by Bud Brown),3.170,4.780
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,1,10,MIA 12,14,21,Tony Collins right end for 5 yards (tackle by Brian Sochia),4.780,5.020
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,5,MIA 7,20,21,"Tony Collins left for 7 yards, touchdown",5.020,7.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,,,,21,21,Tony Franklin kicks extra point good,0.000,0.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,8:42,,,NWE 35,21,21,"Tony Franklin kicks off 55 yards, returned by Troy Stradford for 2 yards. Troy Stradford fumbles",0.000,0.350
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,1,10,MIA 12,21,21,Woody Bennett middle for 3 yards (tackle by Toby Williams),-0.350,-0.500
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,7,MIA 15,27,21,"Dan Marino pass intended for Bruce Hardy is intercepted by Ronnie Lippett at MIA20 and returned for 20 yards, touchdown",-0.500,-7.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,7:52,,,,28,21,Tony Franklin kicks extra point good,0.000,0.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,,,NWE 35,28,21,"Tony Franklin kicks off 54 yards, returned by Scott Schwedes for 5 yards (tackle by Bob Perryman)",0.000,0.140
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,1,10,MIA 16,28,21,Lorenzo Hampton middle for 4 yards (tackle by Garin Veris),-0.140,0.010
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,6,MIA 20,28,21,Dan Marino pass complete to Mark Duper for 11 yards (tackle by Raymond Clayborn),0.010,1.000
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,1,10,MIA 31,28,21,Lorenzo Hampton right guard for 7 yards (tackle by Fred Marion),1.000,1.410
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,3,MIA 38,28,21,Ron Davenport left for 4 yards (tackle by Steve Nelson),1.410,1.730
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,1,10,MIA 42,28,21,Dan Marino pass incomplete,1.730,1.190
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,10,MIA 42,28,21,Dan Marino pass complete to Lorenzo Hampton for 8 yards (tackle by Jim Bowman),1.190,1.550
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,3,2,NWE 50,28,21,Dan Marino pass incomplete intended for Bruce Hardy,1.550,-0.060
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,4,2,NWE 50,28,21,"Don Strock punts 33 yards. Penalty on Don Blackmon: Offside, 5 yards (accepted) (no play)",-0.060,2.590
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,1,10,NWE 45,28,21,Lorenzo Hampton middle for 2 yards (tackle by Toby Williams),2.590,2.310
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,8,NWE 43,28,21,Dan Marino pass complete to Mark Duper for 8 yards (tackle by Ronnie Lippett),2.310,3.250
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,1,10,NWE 35,28,21,Lorenzo Hampton left guard for 2 yards (tackle by Larry McGrew),3.250,2.970
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,8,NWE 33,28,21,Lorenzo Hampton right guard for 1 yard (tackle by Kenneth Sims),2.970,2.410
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,3,7,NWE 32,28,21,Dan Marino pass incomplete intended for Mark Duper,2.410,1.240
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,4,7,NWE 32,28,21,Don Strock punts 30 yards,1.240,0.380
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,1:04,1,10,NWE 2,28,21,Mosi Tatupu left tackle for 3 yards (tackle by Mark Brown),-0.380,-0.560
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,3,,2,7,NWE 5,28,21,Mosi Tatupu left tackle for 19 yards (tackle by Glenn Blackwood),-0.560,0.540
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,4,15:00,1,10,NWE 24,28,21,Mosi Tatupu middle for 4 yards (tackle by Jackie Shipp),0.540,0.540
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,4,,2,6,NWE 28,28,21,Tony Collins right tackle for 2 yards (tackle by Brian Sochia),0.540,0.100
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,4,,3,4,NWE 30,28,21,Steve Grogan pass intended for Stephen Starring is intercepted by Glenn Blackwood at MIA41 and returned for no gain,0.100,-1.660
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,4,13:32,1,10,MIA 41,28,21,Dan Marino pass complete to Bruce Hardy for 5 yards (tackle by Larry McGrew),1.660,1.800
1987,1,September 13,home,Miami Dolphins,https://www.pro-football-reference.com/boxscores/198709130nwe.htm,4,,2,5,MIA 46,28,21,Dan Marino pass complete to Bruce Hardy for 6 yards (tackle by Larry McGrew),1.800,2.390
